学期ID,教师ID,学科ID,班级ID
11,150,4,818
11,172,5,818
11,234,6,818
11,184,7,818
11,338,8,818
11,262,9,818
11,180,17,818
11,158,59,818
11,267,1,819
11,49,1,820
11,226,2,820
11,229,3,820
11,265,4,820
11,167,5,820
11,314,6,820
11,189,7,820
11,281,8,820
11,262,9,820
11,312,11,820
11,213,12,820
11,192,17,820
11,154,59,820
11,266,1,821
11,246,2,821
11,119,3,821
11,265,4,821
11,167,5,821
11,314,6,821
11,189,7,821
11,281,8,821
11,262,9,821
11,215,11,821
11,329,12,821
11,192,17,821
11,154,59,821
11,64,1,822
11,95,2,822
11,116,3,822
11,265,4,822
11,167,5,822
11,314,6,822
11,189,7,822
11,281,8,822
11,262,9,822
11,215,11,822
11,329,12,822
11,192,17,822
11,116,58,822
11,154,59,822
11,62,1,823
11,95,2,823
11,116,3,823
11,265,4,823
11,167,5,823
11,314,6,823
11,189,7,823
11,281,8,823
11,262,9,823
11,215,11,823
11,329,12,823
11,192,17,823
11,106,58,823
11,154,59,823
11,57,1,824
11,246,2,824
11,333,3,824
11,265,4,824
11,167,5,824
11,314,6,824
11,189,7,824
11,281,8,824
11,262,9,824
11,215,11,824
11,329,12,824
11,192,17,824
11,154,59,824
11,58,1,825
11,271,2,825
11,117,3,825
11,265,4,825
11,167,5,825
11,314,6,825
11,189,7,825
11,281,8,825
11,262,9,825
11,312,11,825
11,213,12,825
11,192,17,825
11,154,59,825
11,58,1,826
11,71,2,826
11,333,3,826
11,265,4,826
11,167,5,826
11,314,6,826
11,189,7,826
11,281,8,826
11,262,9,826
11,312,11,826
11,213,12,826
11,192,17,826
11,154,59,826
11,267,1,827
11,24,31,827
11,334,1,828
11,71,2,828
11,273,3,828
11,265,4,828
11,167,5,828
11,314,6,828
11,189,7,828
11,281,8,828
11,262,9,828
11,215,11,828
11,329,12,828
11,192,17,828
11,154,59,828
11,334,1,829
11,226,2,829
11,229,3,829
11,265,4,829
11,167,5,829
11,314,6,829
11,189,7,829
11,281,8,829
11,262,9,829
11,312,11,829
11,213,12,829
11,192,17,829
11,154,59,829
11,62,1,830
11,70,2,830
11,117,3,830
11,265,4,830
11,167,5,830
11,314,6,830
11,189,7,830
11,281,8,830
11,262,9,830
11,312,11,830
11,213,12,830
11,192,17,830
11,154,59,830
11,269,1,831
11,94,2,831
11,108,3,831
11,151,4,831
11,370,6,831
11,188,7,831
11,369,8,831
11,262,9,831
11,215,11,831
11,329,12,831
11,178,17,831
11,134,58,831
11,269,1,832
11,373,2,832
11,134,3,832
11,151,4,832
11,253,6,832
11,188,7,832
11,369,8,832
11,262,9,832
11,215,11,832
11,329,12,832
11,178,17,832
11,108,58,832
11,46,1,833
11,84,2,833
11,112,3,833
11,145,4,833
11,164,5,833
11,253,6,833
11,188,7,833
11,369,8,833
11,262,9,833
11,215,11,833
11,329,12,833
11,178,17,833
11,46,1,834
11,84,2,834
11,103,3,834
11,145,4,834
11,164,5,834
11,253,6,834
11,186,7,834
11,369,8,834
11,262,9,834
11,215,11,834
11,329,12,834
11,178,17,834
11,66,1,835
11,85,2,835
11,112,3,835
11,145,4,835
11,170,5,835
11,370,6,835
11,186,7,835
11,194,8,835
11,262,9,835
11,215,11,835
11,329,12,835
11,181,17,835
11,66,1,836
11,85,2,836
11,112,3,836
11,264,4,836
11,170,5,836
11,370,6,836
11,186,7,836
11,369,8,836
11,262,9,836
11,312,11,836
11,213,12,836
11,181,17,836
11,53,1,837
11,243,2,837
11,101,3,837
11,264,4,837
11,170,5,837
11,253,6,837
11,187,7,837
11,194,8,837
11,262,9,837
11,312,11,837
11,213,12,837
11,181,17,837
11,53,1,838
11,80,2,838
11,101,3,838
11,372,4,838
11,259,5,838
11,314,6,838
11,188,7,838
11,281,8,838
11,262,9,838
11,312,11,838
11,213,12,838
11,181,17,838
11,52,1,839
11,78,2,839
11,12,3,839
11,372,4,839
11,259,5,839
11,252,6,839
11,185,7,839
11,194,8,839
11,262,9,839
11,312,11,839
11,213,12,839
11,181,17,839
11,52,1,840
11,78,2,840
11,102,3,840
11,264,4,840
11,259,5,840
11,174,6,840
11,185,7,840
11,194,8,840
11,262,9,840
11,312,11,840
11,213,12,840
11,181,17,840
11,267,1,841
11,267,1,842
11,267,1,843
11,267,1,844
11,341,31,844
2,268,1,808
2,79,2,808
2,109,3,808
2,150,4,808
2,275,5,808
2,233,6,808
2,184,7,808
2,338,8,808
2,262,9,808
2,180,17,808
2,158,59,808
2,56,1,809
2,79,2,809
2,109,3,809
2,150,4,809
2,275,5,809
2,234,6,809
2,184,7,809
2,338,8,809
2,262,9,809
2,180,17,809
2,158,59,809
2,56,1,810
2,75,2,810
2,109,3,810
2,150,4,810
2,275,5,810
2,234,6,810
2,184,7,810
2,338,8,810
2,262,9,810
2,180,17,810
2,158,59,810
2,54,1,811
2,75,2,811
2,111,3,811
2,150,4,811
2,275,5,811
2,234,6,811
2,184,7,811
2,338,8,811
2,262,9,811
2,180,17,811
2,158,59,811
2,54,1,812
2,76,2,812
2,109,3,812
2,150,4,812
2,275,5,812
2,234,6,812
2,184,7,812
2,338,8,812
2,262,9,812
2,180,17,812
2,158,59,812
2,65,1,813
2,76,2,813
2,100,3,813
2,150,4,813
2,275,5,813
2,234,6,813
2,184,7,813
2,338,8,813
2,262,9,813
2,180,17,813
2,158,59,813
2,50,1,814
2,316,2,814
2,274,3,814
2,150,4,814
2,275,5,814
2,234,6,814
2,184,7,814
2,338,8,814
2,262,9,814
2,180,17,814
2,158,59,814
2,50,1,815
2,316,2,815
2,109,3,815
2,150,4,815
2,275,5,815
2,234,6,815
2,184,7,815
2,338,8,815
2,262,9,815
2,180,17,815
2,158,59,815
2,45,1,816
2,72,2,816
2,129,3,816
2,150,4,816
2,275,5,816
2,234,6,816
2,184,7,816
2,338,8,816
2,262,9,816
2,180,17,816
2,158,59,816
2,45,1,817
2,74,2,817
2,124,3,817
2,150,4,817
2,275,5,817
2,234,6,817
2,184,7,817
2,338,8,817
2,262,9,817
2,180,17,817
2,158,59,817
2,268,1,818
2,74,2,818
2,109,3,818
2,150,4,818
2,172,5,818
2,234,6,818
2,184,7,818
2,338,8,818
2,262,9,818
2,180,17,818
2,158,59,818
2,267,57,819
2,49,1,820
2,226,2,820
2,98,3,820
2,262,9,820
2,312,11,820
2,213,12,820
2,266,1,821
2,246,2,821
2,119,3,821
2,262,9,821
2,215,11,821
2,329,12,821
2,64,1,822
2,95,2,822
2,116,3,822
2,262,9,822
2,215,11,822
2,329,12,822
2,62,1,823
2,95,2,823
2,116,3,823
2,262,9,823
2,215,11,823
2,329,12,823
2,57,1,824
2,246,2,824
2,333,3,824
2,262,9,824
2,215,11,824
2,329,12,824
2,58,1,825
2,271,2,825
2,229,3,825
2,262,9,825
2,312,11,825
2,213,12,825
2,58,1,826
2,71,2,826
2,273,3,826
2,262,9,826
2,312,11,826
2,213,12,826
2,267,57,827
2,334,1,828
2,71,2,828
2,273,3,828
2,262,9,828
2,215,11,828
2,329,12,828
2,334,1,829
2,226,2,829
2,98,3,829
2,262,9,829
2,312,11,829
2,213,12,829
2,62,1,830
2,70,2,830
2,117,3,830
2,262,9,830
2,312,11,830
2,213,12,830
2,269,1,831
2,6,2,831
2,108,3,831
2,151,4,831
2,170,5,831
2,370,6,831
2,188,7,831
2,369,8,831
2,262,9,831
2,215,11,831
2,329,12,831
2,220,17,831
2,269,1,832
2,373,2,832
2,134,3,832
2,151,4,832
2,170,5,832
2,253,6,832
2,188,7,832
2,369,8,832
2,262,9,832
2,215,11,832
2,329,12,832
2,220,17,832
2,46,1,833
2,84,2,833
2,112,3,833
2,145,4,833
2,170,5,833
2,253,6,833
2,188,7,833
2,369,8,833
2,262,9,833
2,215,11,833
2,329,12,833
2,220,17,833
2,46,1,834
2,84,2,834
2,112,3,834
2,145,4,834
2,170,5,834
2,253,6,834
2,188,7,834
2,369,8,834
2,262,9,834
2,215,11,834
2,329,12,834
2,220,17,834
2,66,1,835
2,85,2,835
2,109,3,835
2,145,4,835
2,170,5,835
2,370,6,835
2,188,7,835
2,369,8,835
2,262,9,835
2,215,11,835
2,329,12,835
2,223,17,835
2,66,1,836
2,85,2,836
2,103,3,836
2,145,4,836
2,170,5,836
2,370,6,836
2,188,7,836
2,369,8,836
2,262,9,836
2,312,11,836
2,213,12,836
2,223,17,836
2,53,1,837
2,243,2,837
2,101,3,837
2,145,4,837
2,170,5,837
2,253,6,837
2,188,7,837
2,369,8,837
2,262,9,837
2,312,11,837
2,213,12,837
2,181,17,837
2,53,1,838
2,243,2,838
2,97,3,838
2,145,4,838
2,170,5,838
2,253,6,838
2,188,7,838
2,369,8,838
2,262,9,838
2,312,11,838
2,213,12,838
2,181,17,838
2,52,1,839
2,78,2,839
2,12,3,839
2,145,4,839
2,170,5,839
2,252,6,839
2,188,7,839
2,369,8,839
2,262,9,839
2,312,11,839
2,213,12,839
2,181,17,839
2,52,1,840
2,78,2,840
2,102,3,840
2,145,4,840
2,170,5,840
2,174,6,840
2,188,7,840
2,369,8,840
2,262,9,840
2,312,11,840
2,213,12,840
2,181,17,840
2,267,57,841
2,267,57,842
2,267,57,843
2,267,57,844
1,267,1,858
1,267,1,859
1,269,1,860
1,6,2,860
1,108,3,860
1,151,4,860
1,370,6,860
1,262,9,860
1,220,17,860
1,158,59,860
1,269,1,861
1,373,2,861
1,134,3,861
1,151,4,861
1,252,6,861
1,262,9,861
1,220,17,861
1,158,59,861
1,266,1,862
1,84,2,862
1,103,3,862
1,150,4,862
1,339,6,862
1,262,9,862
1,220,17,862
1,158,59,862
1,240,1,863
1,84,2,863
1,128,3,863
1,339,6,863
1,262,9,863
1,220,17,863
1,158,59,863
1,66,1,864
1,85,2,864
1,112,3,864
1,340,6,864
1,262,9,864
1,223,17,864
1,158,59,864
1,66,1,865
1,85,2,865
1,112,3,865
1,370,6,865
1,262,9,865
1,223,17,865
1,158,59,865
1,53,1,866
1,243,2,866
1,97,3,866
1,219,6,866
1,262,9,866
1,181,17,866
1,158,59,866
1,53,1,867
1,243,2,867
1,26,3,867
1,219,6,867
1,262,9,867
1,181,17,867
1,158,59,867
1,52,1,868
1,78,2,868
1,12,3,868
1,340,6,868
1,262,9,868
1,181,17,868
1,158,59,868
1,52,1,869
1,78,2,869
1,102,3,869
1,340,6,869
1,262,9,869
1,181,17,869
1,102,58,869
1,158,59,869
1,267,1,870
1,54,1,871
1,75,2,871
1,111,3,871
1,262,9,871
1,312,11,871
1,213,12,871
1,158,59,871
1,50,1,872
1,316,2,872
1,274,3,872
1,262,9,872
1,312,11,872
1,213,12,872
1,158,59,872
1,267,1,873
1,268,1,874
1,79,2,874
1,109,3,874
1,262,9,874
1,312,11,874
1,213,12,874
1,154,13,874
1,158,38,874
1,158,59,874
1,54,1,875
1,76,2,875
1,107,3,875
1,262,9,875
1,312,11,875
1,213,12,875
1,158,59,875
1,45,1,876
1,72,2,876
1,129,3,876
1,262,9,876
1,312,11,876
1,213,12,876
1,154,13,876
1,158,38,876
1,158,59,876
1,56,1,877
1,79,2,877
1,107,3,877
1,262,9,877
1,312,11,877
1,213,12,877
1,154,13,877
1,158,59,877
1,56,1,878
1,75,2,878
1,272,3,878
1,262,9,878
1,312,11,878
1,213,12,878
1,158,59,878
1,65,1,879
1,76,2,879
1,100,3,879
1,262,9,879
1,312,11,879
1,213,12,879
1,158,59,879
1,64,1,880
1,316,2,880
1,225,3,880
1,150,4,880
1,262,9,880
1,312,11,880
1,213,12,880
1,158,59,880
1,45,1,881
1,74,2,881
1,124,3,881
1,262,9,881
1,312,11,881
1,213,12,881
1,154,13,881
1,158,38,881
1,158,59,881
1,268,1,882
1,74,2,882
1,109,3,882
1,262,9,882
1,312,11,882
1,213,12,882
1,154,13,882
1,158,38,882
1,158,59,882
1,51,1,883
1,73,2,883
1,106,3,883
1,249,4,883
1,161,5,883
1,314,6,883
1,188,7,883
1,376,8,883
1,262,9,883
1,215,11,883
1,213,12,883
1,182,17,883
1,383,1,884
1,95,2,884
1,119,3,884
1,265,4,884
1,389,5,884
1,174,6,884
1,188,7,884
1,376,8,884
1,262,9,884
1,215,11,884
1,213,12,884
1,182,17,884
1,57,1,885
1,95,2,885
1,333,3,885
1,265,4,885
1,389,5,885
1,174,6,885
1,187,7,885
1,376,8,885
1,262,9,885
1,215,11,885
1,213,12,885
1,182,17,885
1,384,1,886
1,226,2,886
1,119,3,886
1,380,4,886
1,167,5,886
1,174,6,886
1,188,7,886
1,376,8,886
1,262,9,886
1,215,11,886
1,213,12,886
1,182,17,886
1,62,1,887
1,226,2,887
1,101,3,887
1,380,4,887
1,167,5,887
1,174,6,887
1,183,7,887
1,281,8,887
1,262,9,887
1,215,11,887
1,213,12,887
1,182,17,887
1,62,1,888
1,83,2,888
1,113,3,888
1,380,4,888
1,167,5,888
1,314,6,888
1,185,7,888
1,281,8,888
1,262,9,888
1,215,11,888
1,213,12,888
1,182,17,888
1,49,1,889
1,83,2,889
1,273,3,889
1,148,4,889
1,163,5,889
1,314,6,889
1,189,7,889
1,281,8,889
1,262,9,889
1,312,11,889
1,213,12,889
1,192,17,889
1,224,1,890
1,71,2,890
1,101,3,890
1,148,4,890
1,162,5,890
1,382,6,890
1,189,7,890
1,281,8,890
1,262,9,890
1,312,11,890
1,213,12,890
1,192,17,890
1,58,1,891
1,71,2,891
1,98,3,891
1,148,4,891
1,389,5,891
1,382,6,891
1,189,7,891
1,388,8,891
1,262,9,891
1,312,11,891
1,213,12,891
1,192,17,891
1,58,1,892
1,246,2,892
1,117,3,892
1,144,4,892
1,381,5,892
1,382,6,892
1,189,7,892
1,388,8,892
1,262,9,892
1,312,11,892
1,213,12,892
1,192,17,892
1,334,1,893
1,271,2,893
1,229,3,893
1,144,4,893
1,381,5,893
1,382,6,893
1,187,7,893
1,388,8,893
1,262,9,893
1,312,11,893
1,213,12,893
1,192,17,893
1,334,1,894
1,70,2,894
1,228,3,894
1,144,4,894
1,381,5,894
1,382,6,894
1,187,7,894
1,388,8,894
1,262,9,894
1,312,11,894
1,213,12,894
1,192,17,894
1,267,1,895
6,267,1,858
6,267,1,859
6,269,1,860
6,6,2,860
6,108,3,860
6,145,4,860
6,259,5,860
6,340,6,860
6,186,7,860
6,369,8,860
6,262,9,860
6,223,17,860
6,157,59,860
6,269,1,861
6,373,2,861
6,134,3,861
6,145,4,861
6,259,5,861
6,340,6,861
6,186,7,861
6,369,8,861
6,262,9,861
6,223,17,861
6,157,59,861
6,266,1,862
6,84,2,862
6,103,3,862
6,145,4,862
6,259,5,862
6,340,6,862
6,186,7,862
6,369,8,862
6,262,9,862
6,223,17,862
6,158,59,862
6,240,1,863
6,84,2,863
6,128,3,863
6,145,4,863
6,259,5,863
6,340,6,863
6,186,7,863
6,369,8,863
6,262,9,863
6,223,17,863
6,158,59,863
6,66,1,864
6,85,2,864
6,112,3,864
6,145,4,864
6,259,5,864
6,340,6,864
6,186,7,864
6,369,8,864
6,262,9,864
6,223,17,864
6,14,59,864
6,66,1,865
6,85,2,865
6,112,3,865
6,145,4,865
6,259,5,865
6,340,6,865
6,186,7,865
6,369,8,865
6,262,9,865
6,223,17,865
6,14,59,865
6,53,1,866
6,243,2,866
6,97,3,866
6,145,4,866
6,259,5,866
6,340,6,866
6,186,7,866
6,369,8,866
6,262,9,866
6,223,17,866
6,14,59,866
6,53,1,867
6,243,2,867
6,26,3,867
6,145,4,867
6,259,5,867
6,340,6,867
6,186,7,867
6,369,8,867
6,262,9,867
6,223,17,867
6,158,59,867
6,52,1,868
6,78,2,868
6,12,3,868
6,145,4,868
6,259,5,868
6,340,6,868
6,186,7,868
6,369,8,868
6,262,9,868
6,223,17,868
6,158,59,868
6,52,1,869
6,78,2,869
6,102,3,869
6,145,4,869
6,259,5,869
6,340,6,869
6,186,7,869
6,369,8,869
6,262,9,869
6,223,17,869
6,158,59,869
6,267,1,870
6,75,2,871
6,262,9,871
6,262,9,872
6,267,1,873
6,268,1,874
6,262,9,874
6,262,9,875
6,262,9,876
6,262,9,877
6,262,9,878
6,262,9,879
6,262,9,880
6,262,9,881
6,262,9,882
6,51,1,883
6,73,2,883
6,106,3,883
6,249,4,883
6,161,5,883
6,314,6,883
6,188,7,883
6,376,8,883
6,262,9,883
6,215,11,883
6,182,17,883
6,383,1,884
6,95,2,884
6,333,3,884
6,265,4,884
6,167,5,884
6,174,6,884
6,188,7,884
6,376,8,884
6,262,9,884
6,215,11,884
6,182,17,884
6,57,1,885
6,95,2,885
6,333,3,885
6,265,4,885
6,167,5,885
6,174,6,885
6,187,7,885
6,376,8,885
6,262,9,885
6,215,11,885
6,182,17,885
6,384,1,886
6,226,2,886
6,106,3,886
6,265,4,886
6,167,5,886
6,174,6,886
6,188,7,886
6,376,8,886
6,262,9,886
6,312,11,886
6,223,17,886
6,62,1,887
6,226,2,887
6,273,3,887
6,265,4,887
6,167,5,887
6,174,6,887
6,183,7,887
6,281,8,887
6,262,9,887
6,312,11,887
6,223,17,887
6,62,1,888
6,83,2,888
6,101,3,888
6,265,4,888
6,167,5,888
6,314,6,888
6,183,7,888
6,281,8,888
6,262,9,888
6,312,11,888
6,182,17,888
6,49,1,889
6,83,2,889
6,113,3,889
6,265,4,889
6,167,5,889
6,314,6,889
6,189,7,889
6,281,8,889
6,262,9,889
6,213,12,889
6,192,17,889
6,224,1,890
6,71,2,890
6,113,3,890
6,265,4,890
6,167,5,890
6,382,6,890
6,189,7,890
6,281,8,890
6,262,9,890
6,213,12,890
6,192,17,890
6,58,1,891
6,71,2,891
6,98,3,891
6,265,4,891
6,167,5,891
6,382,6,891
6,189,7,891
6,388,8,891
6,262,9,891
6,213,12,891
6,192,17,891
6,58,1,892
6,246,2,892
6,98,3,892
6,265,4,892
6,167,5,892
6,382,6,892
6,189,7,892
6,388,8,892
6,262,9,892
6,213,12,892
6,192,17,892
6,334,1,893
6,271,2,893
6,229,3,893
6,265,4,893
6,167,5,893
6,382,6,893
6,187,7,893
6,388,8,893
6,262,9,893
6,213,12,893
6,223,17,893
6,334,1,894
6,70,2,894
6,228,3,894
6,265,4,894
6,167,5,894
6,382,6,894
6,187,7,894
6,388,8,894
6,262,9,894
6,213,12,894
6,223,17,894
6,267,1,895
6,56,1,896
6,73,2,896
6,124,3,896
6,146,4,896
6,172,5,896
6,234,6,896
6,183,7,896
6,194,8,896
6,180,17,896
6,56,1,897
6,73,2,897
6,124,3,897
6,146,4,897
6,172,5,897
6,234,6,897
6,183,7,897
6,194,8,897
6,180,17,897
6,62,1,898
6,270,2,898
6,299,3,898
6,380,4,898
6,171,5,898
6,219,6,898
6,184,7,898
6,376,8,898
6,223,17,898
6,267,1,900
7,51,1,901
7,73,2,901
7,106,3,901
7,249,4,901
7,161,5,901
7,314,6,901
7,262,9,901
7,215,11,901
7,409,12,901
7,256,17,901
7,14,59,901
7,384,1,902
7,95,2,902
7,119,3,902
7,174,6,902
7,262,9,902
7,215,11,902
7,409,12,902
7,182,17,902
7,14,59,902
7,57,1,903
7,95,2,903
7,333,3,903
7,174,6,903
7,262,9,903
7,215,11,903
7,409,12,903
7,182,17,903
7,14,59,903
7,384,1,904
7,226,2,904
7,111,3,904
7,174,6,904
7,262,9,904
7,215,11,904
7,409,12,904
7,182,17,904
7,14,59,904
7,62,1,905
7,226,2,905
7,101,3,905
7,380,4,905
7,234,6,905
7,262,9,905
7,215,11,905
7,409,12,905
7,223,17,905
7,157,59,905
7,62,1,906
7,83,2,906
7,113,3,906
7,314,6,906
7,262,9,906
7,215,11,906
7,409,12,906
7,256,17,906
7,157,59,906
7,224,1,907
7,83,2,907
7,273,3,907
7,314,6,907
7,262,9,907
7,312,11,907
7,213,12,907
7,223,17,907
7,157,59,907
7,224,1,908
7,71,2,908
7,101,3,908
7,382,6,908
7,262,9,908
7,312,11,908
7,213,12,908
7,223,17,908
7,157,59,908
7,58,1,909
7,71,2,909
7,117,3,909
7,382,6,909
7,262,9,909
7,312,11,909
7,213,12,909
7,192,17,909
7,158,59,909
7,58,1,910
7,246,2,910
7,98,3,910
7,382,6,910
7,262,9,910
7,312,11,910
7,213,12,910
7,256,17,910
7,158,59,910
7,334,1,911
7,271,2,911
7,417,3,911
7,234,6,911
7,262,9,911
7,312,11,911
7,213,12,911
7,192,17,911
7,158,59,911
7,334,1,912
7,80,2,912
7,417,3,912
7,234,6,912
7,262,9,912
7,312,11,912
7,213,12,912
7,192,17,912
7,158,59,912
7,267,1,913
7,420,2,913
7,267,1,914
7,267,1,915
7,269,1,916
7,413,2,916
7,134,3,916
7,262,9,916
7,312,11,916
7,213,12,916
7,157,59,916
7,266,1,917
7,84,2,917
7,103,3,917
7,262,9,917
7,312,11,917
7,213,12,917
7,158,59,917
7,240,1,918
7,84,2,918
7,128,3,918
7,262,9,918
7,312,11,918
7,213,12,918
7,158,59,918
7,53,1,919
7,316,2,919
7,274,3,919
7,262,9,919
7,312,11,919
7,213,12,919
7,14,59,919
7,53,1,920
7,316,2,920
7,26,3,920
7,262,9,920
7,312,11,920
7,213,12,920
7,158,59,920
7,269,1,921
7,413,2,921
7,108,3,921
7,262,9,921
7,312,11,921
7,213,12,921
7,157,59,921
7,54,1,922
7,85,2,922
7,112,3,922
7,262,9,922
7,312,11,922
7,213,12,922
7,14,59,922
7,52,1,923
7,78,2,923
7,12,3,923
7,262,9,923
7,312,11,923
7,213,12,923
7,158,59,923
7,54,1,924
7,85,2,924
7,112,3,924
7,262,9,924
7,312,11,924
7,213,12,924
7,14,59,924
7,65,1,925
7,78,2,925
7,274,3,925
7,262,9,925
7,312,11,925
7,213,12,925
7,158,59,925
7,268,1,926
7,72,2,926
7,102,3,926
7,146,4,926
7,407,5,926
7,276,6,926
7,410,7,926
7,338,8,926
7,262,9,926
7,215,11,926
7,409,12,926
7,421,17,926
7,268,1,927
7,394,2,927
7,109,3,927
7,146,4,927
7,407,5,927
7,276,6,927
7,184,7,927
7,403,8,927
7,262,9,927
7,215,11,927
7,409,12,927
7,421,17,927
7,383,1,928
7,402,2,928
7,129,3,928
7,414,4,928
7,170,5,928
7,276,6,928
7,410,7,928
7,338,8,928
7,262,9,928
7,215,11,928
7,409,12,928
7,421,17,928
7,50,1,929
7,393,2,929
7,418,3,929
7,416,4,929
7,275,5,929
7,276,6,929
7,184,7,929
7,403,8,929
7,262,9,929
7,215,11,929
7,409,12,929
7,421,17,929
7,383,1,930
7,402,2,930
7,399,3,930
7,414,4,930
7,275,5,930
7,276,6,930
7,410,7,930
7,193,8,930
7,262,9,930
7,215,11,930
7,409,12,930
7,180,17,930
7,50,1,931
7,393,2,931
7,105,3,931
7,416,4,931
7,170,5,931
7,276,6,931
7,184,7,931
7,403,8,931
7,262,9,931
7,215,11,931
7,409,12,931
7,180,17,931
7,56,1,932
7,75,2,932
7,225,3,932
7,141,4,932
7,166,5,932
7,370,6,932
7,410,7,932
7,193,8,932
7,262,9,932
7,215,11,932
7,409,12,932
7,180,17,932
7,56,1,933
7,75,2,933
7,225,3,933
7,141,4,933
7,275,5,933
7,370,6,933
7,184,7,933
7,403,8,933
7,262,9,933
7,215,11,933
7,409,12,933
7,180,17,933
7,45,1,934
7,74,2,934
7,272,3,934
7,150,4,934
7,172,5,934
7,233,6,934
7,188,7,934
7,197,8,934
7,262,9,934
7,312,11,934
7,213,12,934
7,423,17,934
7,45,1,935
7,74,2,935
7,124,3,935
7,150,4,935
7,172,5,935
7,233,6,935
7,187,7,935
7,376,8,935
7,262,9,935
7,312,11,935
7,213,12,935
7,423,17,935
7,419,1,936
7,76,2,936
7,107,3,936
7,148,4,936
7,429,5,936
7,233,6,936
7,188,7,936
7,197,8,936
7,262,9,936
7,312,11,936
7,213,12,936
7,423,17,936
7,49,1,937
7,76,2,937
7,107,3,937
7,257,4,937
7,389,5,937
7,233,6,937
7,187,7,937
7,376,8,937
7,262,9,937
7,312,11,937
7,213,12,937
7,423,17,937
7,46,1,938
7,243,2,938
7,404,3,938
7,148,4,938
7,429,5,938
7,233,6,938
7,188,7,938
7,197,8,938
7,262,9,938
7,312,11,938
7,213,12,938
7,256,17,938
7,46,1,939
7,79,2,939
7,100,3,939
7,257,4,939
7,429,5,939
7,233,6,939
7,183,7,939
7,376,8,939
7,262,9,939
7,312,11,939
7,213,12,939
7,256,17,939
7,64,1,940
7,405,2,940
7,406,3,940
7,148,4,940
7,162,5,940
7,370,6,940
7,188,7,940
7,197,8,940
7,262,9,940
7,312,11,940
7,213,12,940
7,423,17,940
7,64,1,941
7,405,2,941
7,406,3,941
7,257,4,941
7,163,5,941
7,370,6,941
7,183,7,941
7,376,8,941
7,262,9,941
7,312,11,941
7,213,12,941
7,423,17,941
7,267,1,942
7,267,1,943
